gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
18,0,0.3748993288590604,0.10700445179913365,0.30201342281879195,1.0,0.35010060362173034,79,85.48,4,2.46,7,7.0,7.36,9,0,0.0,0,0.0,1,2.46,4,0.8134080483135291,0.74,0.0002808570861816406,11.718825817108154
19,0,0.3605369127516779,0.10140262215371733,0.30201342281879195,1.0,0.3722334004024145,79,86.78,4,2.5,7,7.04,7.68,9,0,0.0,0,0.0,2,2.5,4,0.7071067811865476,0.7,0.0002989768981933594,14.326847314834595
20,0,0.35919463087248327,0.09602936355576353,0.30201342281879195,1.0,0.36820925553319916,79,86.28,4,2.72,7,7.16,8.12,9,0,0.0,0,0.0,2,2.72,6,0.9905677613348409,0.74,0.0002849102020263672,11.381225109100342
21,0,0.35570469798657717,0.03159356321057671,0.30201342281879195,0.4563758389261745,0.35010060362173034,79,87.24,4,2.88,7,7.04,7.98,9,0,0.0,0,0.0,2,2.88,4,0.9398219544799159,0.88,0.0002982616424560547,11.350005865097046
22,0,0.37422818791946305,0.13037807143704655,0.30201342281879195,1.0,0.3420523138832998,79,85.56,4,2.9,7,7.04,8.18,9,0,0.0,0,0.0,2,2.9,5,0.9313146293146641,0.82,0.00027108192443847656,11.334423065185547
23,0,0.3626845637583893,0.09445659615067302,0.30201342281879195,1.0,0.37424547283702214,79,86.86,4,2.9,7,7.26,8.54,9,0,0.0,0,0.0,1,2.9,5,1.1293848786315641,0.86,0.0002837181091308594,14.016091346740723
24,0,0.34174496644295305,0.019536542709970753,0.30201342281879195,0.40268456375838924,0.36016096579476864,79,90.2,4,2.9,7,7.3,8.74,9,0,0.0,0,0.0,2,2.9,5,0.9313146293146641,0.78,0.0002903938293457031,13.946505069732666
25,0,0.33892617449664436,0.021654048060270718,0.30201342281879195,0.40268456375838924,0.37826961770623746,79,90.88,4,2.58,7,7.14,8.06,9,0,0.0,0,0.0,2,2.58,5,0.8827138117585948,0.56,0.0002810955047607422,16.12002658843994
26,0,0.3801342281879194,0.13529615412901658,0.30201342281879195,1.0,0.3561368209255533,79,90.04,4,2.92,7,7.16,8.32,9,0,0.0,0,0.0,2,2.92,6,1.1036118809044553,0.82,0.0002601146697998047,11.57365894317627
27,0,0.3736912751677852,0.13161510179665936,0.30201342281879195,1.0,0.3440643863179075,79,89.36,4,2.36,7,6.94,7.26,9,0,0.0,0,0.0,2,2.36,5,0.7761758689832071,0.76,0.00027680397033691406,16.614590167999268
28,0,0.35852348993288585,0.09419998048135768,0.30201342281879195,1.0,0.36820925553319916,79,85.5,4,2.84,7,6.96,7.82,9,0,0.0,0,0.0,2,2.84,4,0.8889342392059454,0.7,0.00027441978454589844,7.554699420928955
29,0,0.37087248322147653,0.13076615884021534,0.30201342281879195,1.0,0.3279678068410463,79,83.62,4,2.64,7,6.92,7.52,9,0,0.0,0,0.0,1,2.64,4,0.8750510189207745,0.72,0.0002760887145996094,8.856260061264038
30,0,0.3790604026845637,0.15798058982912566,0.30201342281879195,1.0,0.352112676056338,79,81.7,4,2.8,7,6.9,7.64,9,0,0.0,0,0.0,1,2.8,4,0.9476070829586857,0.66,0.0002727508544921875,13.402256965637207
31,0,0.3616107382550336,0.10147011804732464,0.30201342281879195,1.0,0.3480885311871227,79,78.56,4,2.78,7,6.98,7.7,9,0,0.0,0,0.0,2,2.78,4,0.7899883750113422,0.74,0.0002760887145996094,9.919832944869995
32,0,0.34859060402684555,0.049106424488903795,0.30201342281879195,0.6174496644295302,0.36016096579476864,79,77.04,4,2.76,7,7.0,7.7,9,0,0.0,0,0.0,2,2.76,4,0.5910903104450629,0.76,0.00028395652770996094,8.60088562965393
33,0,0.37718120805369126,0.13551065196374723,0.30201342281879195,1.0,0.358148893360161,79,77.78,4,2.78,7,7.0,7.74,9,0,0.0,0,0.0,1,2.78,5,0.7637180802642092,0.7,0.00027251243591308594,9.827085733413696
34,0,0.3777181208053692,0.1403377369769119,0.30201342281879195,1.0,0.352112676056338,79,79.48,4,2.84,7,7.04,7.82,9,0,0.0,0,0.0,1,2.84,5,0.8171628369185767,0.7,0.00027489662170410156,21.485164403915405
35,0,0.374496644295302,0.13579621048946122,0.30201342281879195,1.0,0.3380281690140845,79,81.14,4,2.84,7,7.02,7.74,9,0,0.0,0,0.0,1,2.84,4,0.710274451123203,0.78,0.0003132820129394531,3.6292455196380615
36,0,0.3766442953020135,0.1319036300944316,0.30201342281879195,1.0,0.3661971830985915,79,81.74,4,2.88,7,7.04,7.88,9,0,0.0,0,0.0,2,2.88,5,0.6892764618179896,0.78,0.0002703666687011719,2.150749683380127
37,0,0.3449664429530202,0.034744104981328294,0.30201342281879195,0.4832214765100671,0.358148893360161,79,82.4,4,3.0,7,6.96,7.9,9,0,0.0,0,0.0,1,3.0,4,0.7284313590846836,0.68,0.0002734661102294922,2.9252288341522217
38,0,0.3625503355704698,0.06323686385651679,0.30201342281879195,0.6442953020134228,0.33601609657947684,79,82.24,4,3.02,7,7.0,7.96,9,0,0.0,0,0.0,2,3.02,4,0.5886685079439005,0.74,0.0002865791320800781,2.0539307594299316
39,0,0.3555704697986577,0.0957686844280311,0.30201342281879195,1.0,0.3420523138832998,79,84.12,4,3.12,7,7.08,8.34,9,0,0.0,0,0.0,2,3.12,5,0.558423436734059,0.64,0.00027942657470703125,2.3069863319396973
40,0,0.37476510067114094,0.1322836327983494,0.2953020134228188,1.0,0.329979879275654,87,83.34,4,2.9,7,6.98,7.8,9,0,0.0,0,0.0,2,2.9,4,0.614451804788759,0.74,0.0002789497375488281,5.874697208404541
41,0,0.3644295302013423,0.09553096612115404,0.2953020134228188,1.0,0.33601609657947684,87,85.8,4,3.04,7,7.06,8.16,9,0,0.0,0,0.0,2,3.04,7,0.8797031039051801,0.8,0.00028014183044433594,1.9224927425384521
42,0,0.35342281879194637,0.09564745033293469,0.2953020134228188,1.0,0.352112676056338,87,88.0,4,3.12,7,7.18,8.64,9,0,0.0,0,0.0,1,3.12,7,1.0427592909082661,0.78,0.00027871131896972656,2.9639575481414795
43,0,0.3708724832214766,0.1073641762803715,0.2953020134228188,1.0,0.3661971830985915,87,87.94,4,3.0,7,7.02,8.06,9,0,0.0,0,0.0,1,3.0,5,0.7559289460184544,0.74,0.00027680397033691406,6.42883038520813
44,0,0.37087248322147653,0.10281222051301056,0.2953020134228188,1.0,0.37826961770623746,87,89.78,4,2.82,7,7.0,7.78,9,0,0.0,0,0.0,1,2.82,5,0.7475128829686359,0.66,0.0002734661102294922,2.959785223007202
45,0,0.3540939597315436,0.048444290076593954,0.2953020134228188,0.6174496644295302,0.34004024144869216,87,92.26,4,3.1,7,7.12,8.32,9,0,0.0,0,0.0,2,3.1,5,0.7354021529276429,0.8,0.00028061866760253906,3.798632860183716
46,0,0.38080536912751684,0.13546284517983195,0.2953020134228188,1.0,0.37424547283702214,87,93.16,4,2.9,7,6.96,7.64,9,0,0.0,0,0.0,1,2.9,4,0.7354021529276429,0.76,0.0002980232238769531,4.268890857696533
47,0,0.3759731543624161,0.130453571504478,0.2953020134228188,1.0,0.3480885311871227,87,92.66,4,3.08,7,7.02,8.14,9,0,0.0,0,0.0,1,3.08,6,0.8998866141727784,0.84,0.000278472900390625,2.477728843688965
48,0,0.3616107382550336,0.10381350715719127,0.2953020134228188,1.0,0.36016096579476864,87,93.46,4,2.9,7,6.98,7.78,9,0,0.0,0,0.0,1,2.9,4,0.6776309271789385,0.78,0.00027561187744140625,2.4347448348999023
49,0,0.34496644295302015,0.028757429913595377,0.2953020134228188,0.4161073825503355,0.34607645875251514,87,97.36,4,3.06,7,7.12,8.28,9,0,0.0,0,0.0,2,3.06,6,0.7669180303696885,0.78,0.00027370452880859375,3.0981662273406982
50,0,0.3589261744966443,0.05083404189441987,0.2953020134228188,0.6174496644295302,0.358148893360161,87,98.46,4,3.02,7,7.08,8.16,9,0,0.0,0,0.0,2,3.02,4,0.6848208465261076,0.76,0.00026702880859375,2.8606038093566895
