gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
18,0,100,0.3684375,0.07734033245902457,0.3125,1.0,0.3125,44,50.6,7,3.21,10,7.69,9.53,20,0.00016951560974121094,6.9261438846588135,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
19,0,100,0.37705357142857143,0.07699416266304655,0.3125,1.0,0.3125,44,48.38,7,3.09,10,7.54,9.03,20,0.000164031982421875,8.420511960983276,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
20,0,100,0.37705357142857143,0.07189418554943316,0.3125,1.0,0.3125,44,48.58,7,3.62,10,7.88,10.82,20,0.00014019012451171875,12.181196928024292,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
21,0,100,0.3759375000000001,0.0736655707273536,0.3125,1.0,0.3125,44,50.65,7,3.59,10,7.98,10.86,20,0.00015664100646972656,8.006263732910156,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
22,0,100,0.3733482142857143,0.074996425828951,0.3125,1.0,0.3125,44,52.28,7,3.59,10,7.99,10.87,20,0.00015592575073242188,10.436244249343872,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
23,0,100,0.3795089285714286,0.0974206878323572,0.3125,1.0,0.3125,44,51.27,7,3.38,10,7.86,10.23,20,0.0002257823944091797,11.587397813796997,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
24,0,100,0.3785267857142858,0.09670573387161673,0.3125,1.0,0.3125,44,54.2,7,3.79,10,8.03,11.17,20,0.00031375885009765625,8.469318866729736,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
25,0,100,0.36785714285714294,0.07269524203333884,0.3125,1.0,0.3125,44,56.17,7,3.87,10,8.12,11.54,20,0.00018143653869628906,11.166688203811646,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
26,0,100,0.37424107142857144,0.07717936625739326,0.3125,1.0,0.3125,44,58.39,7,4.11,10,8.24,12.15,20,0.00015115737915039062,13.488506078720093,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
27,0,100,0.39816964285714285,0.1173040576806354,0.3125,1.0,0.3125,44,60.65,7,3.77,10,8.12,11.39,20,0.00016117095947265625,12.018446207046509,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
28,0,100,0.3750892857142858,0.07271985708729024,0.3125,1.0,0.3125,44,63.13,7,3.81,10,8.11,11.44,20,0.00018596649169921875,22.15985655784607,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
29,1,99,0.39424107142857145,0.13127838462507987,0.3125,1.0,0.3125,44,60.81818181818182,7,4.08080808080808,10,8.393939393939394,12.525252525252526,20,0.00016164779663085938,21.33447003364563,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
30,1,99,0.40053571428571433,0.14225890363441338,0.3125,1.0,0.3125,44,59.96969696969697,7,4.414141414141414,10,8.646464646464647,13.555555555555555,20,0.00014662742614746094,17.281052589416504,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
31,0,100,0.37066964285714277,0.03658783789752144,0.3125,0.4955357142857143,0.3125,44,56.35,7,4.68,10,8.92,14.43,20,0.00015354156494140625,19.577452898025513,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
32,2,98,0.40598214285714285,0.143619367218722,0.3125,1.0,0.3125,44,53.87755102040816,7,3.9693877551020407,10,8.39795918367347,12.214285714285714,20,0.00014829635620117188,20.079680919647217,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
33,0,100,0.3737946428571429,0.04642794899994869,0.3125,0.59375,0.3125,44,52.18,7,4.24,10,8.55,13.05,20,0.00015020370483398438,23.515946865081787,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
34,1,99,0.3893750000000001,0.11747872826340841,0.3125,1.0,0.3125,44,55.82828282828283,7,3.8484848484848486,10,8.333333333333334,11.858585858585858,20,0.00016927719116210938,12.388381719589233,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
35,0,100,0.36517857142857146,0.03218623065656416,0.3125,0.5089285714285714,0.3125,44,63.48,7,4.23,10,8.66,13.2,20,0.00015211105346679688,11.936798572540283,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
36,2,98,0.3837500000000001,0.11477455441794027,0.3125,1.0,0.3125,44,64.88775510204081,7,4.061224489795919,10,8.520408163265307,12.60204081632653,20,0.00014925003051757812,14.461061716079712,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
37,0,100,0.38388392857142867,0.08096618158581233,0.3125,1.0,0.3125,44,66.84,7,3.79,10,8.28,11.76,20,0.00017380714416503906,36.793492794036865,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
38,0,100,0.3745089285714286,0.05316773116390568,0.3125,0.59375,0.3125,44,61.9,7,3.84,10,8.37,11.84,20,0.00017118453979492188,40.72824764251709,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
39,0,100,0.3843303571428571,0.09828750314700464,0.3125,1.0,0.3125,44,60.41,7,3.2,10,8.09,10.05,20,0.00019311904907226562,4.822330951690674,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
40,0,100,0.3832589285714285,0.08419262934542987,0.3125,1.0,0.3125,44,60.95,7,3.68,10,8.4,11.68,20,0.0002067089080810547,6.5841453075408936,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
41,0,100,0.36558035714285725,0.04392682469668929,0.3125,0.6026785714285714,0.3125,44,57.65,7,3.74,10,8.44,11.84,20,0.00018548965454101562,20.035170555114746,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
42,0,100,0.37995535714285716,0.09878263919072366,0.3125,1.0,0.3125,44,61.48,7,4.19,10,8.58,12.85,20,0.00017881393432617188,8.88457703590393,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
43,0,100,0.3785267857142858,0.07658376422741178,0.3125,1.0,0.3125,44,65.41,7,4.17,10,8.7,13.09,20,0.00015926361083984375,11.15525484085083,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
44,0,100,0.3873214285714286,0.09732576989006497,0.3125,1.0,0.3125,44,64.82,7,4.17,10,8.65,12.89,20,0.0002703666687011719,11.002122402191162,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
45,0,100,0.3744642857142857,0.07294506249813722,0.3125,1.0,0.3125,44,64.01,7,4.0,10,8.45,12.38,20,0.00017523765563964844,8.637337923049927,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
46,0,100,0.37866071428571435,0.09843801627658588,0.3125,1.0,0.3125,44,64.43,7,3.99,10,8.52,12.34,20,0.00014448165893554688,4.515820026397705,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
47,0,100,0.3782142857142858,0.09644320325498129,0.3125,1.0,0.3125,44,65.09,7,3.82,10,8.29,11.61,20,0.00025916099548339844,5.693828582763672,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
48,0,100,0.3757142857142858,0.09855808333574839,0.3125,1.0,0.3125,44,70.43,7,3.74,10,8.28,11.45,20,0.00028824806213378906,5.383635520935059,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
49,0,100,0.36647321428571433,0.04767846692738681,0.3125,0.6294642857142857,0.3125,44,68.28,7,4.43,10,8.62,13.26,20,0.00014448165893554688,8.131685495376587,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
50,0,100,0.3811607142857143,0.09545177387143772,0.3125,1.0,0.3125,44,72.32,7,3.97,10,8.19,11.64,20,0.0002498626708984375,7.960764646530151,"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )"
