model_string,cache_key,hit_count,accuracy,mae,training_time_sec
"ada ( RF ( max_depth = 1 ) ; n_estimators = 2 , learning_rate = 50 )","ada ( RF ( max_depth = 1 ) ; n_estimators = 2 , learning_rate = 50 )",0,0.38392857142857145,0.6160714285714286,0.9219282799967914
"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )",0,0.5625,0.4375,0.5234507990026032
"stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )","stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )",0,0.5803571428571429,0.4196428571428571,1.8837013289958122
stack ( RF ( max_depth = 5 ) ),stack ( RF ( max_depth = 5 ) ),1,0.6294642857142857,0.3705357142857143,2.381966608998482
ada ( XGB ( n_estimators = 10 ) ),ada ( XGB ( n_estimators = 10 ) ),0,0.59375,0.40625,2.1499921819995507
bag ( XGB ( n_estimators = 50 ) ),bag ( XGB ( n_estimators = 50 ) ),0,0.6071428571428571,0.3928571428571429,2.4445521119996556
ada ( XGB ( max_depth = 3 ) ),ada ( XGB ( max_depth = 3 ) ),0,0.59375,0.40625,3.6079104270029347
ada ( XGB ( max_depth = 2 ) ),ada ( XGB ( max_depth = 2 ) ),0,0.59375,0.40625,3.8042585250004777
vote ( XGB ( n_estimators = 5 ) ; voting = soft ),vote ( XGB ( n_estimators = 5 ) ; voting = soft ),1,0.6428571428571429,0.3571428571428571,0.07475874800002202
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 1 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 1 )",4,0.6607142857142857,0.3392857142857143,0.12593937500059837
"stack ( DT ( max_depth = 10 , criterion = log_loss ) ; final_estimator = SVM , cv = 10 )","stack ( DT ( max_depth = 10 , criterion = log_loss ) ; final_estimator = SVM , cv = 10 )",0,0.6071428571428571,0.3928571428571429,0.14251908799633384
bag ( KNN ( n_neighbors = 3 ) ),bag ( KNN ( n_neighbors = 3 ) ),2,0.5625,0.4375,0.10156191200076137
stack ( NB ( var_smoothing = 1e-7 ) ),stack ( NB ( var_smoothing = 1e-7 ) ),1,0.6294642857142857,0.3705357142857143,0.26121449199854396
"stack ( XGB ( n_estimators = 5 , max_depth = 1 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 1 ) )",31,0.6651785714285714,0.3348214285714286,0.3746884579959442
bag ( RF ( n_estimators = 2 ) ),bag ( RF ( n_estimators = 2 ) ),0,0.6205357142857143,0.3794642857142857,0.2577477670056396
"bag ( SVM ( C = 1.0 , kernel = sigmoid ) )","bag ( SVM ( C = 1.0 , kernel = sigmoid ) )",0,0.5267857142857143,0.4732142857142857,0.34530269099923316
stack ( NB ( var_smoothing = 1e-8 ) ),stack ( NB ( var_smoothing = 1e-8 ) ),2,0.6294642857142857,0.3705357142857143,0.21485800099617336
vote ( XGB ( max_depth = 5 ) ),vote ( XGB ( max_depth = 5 ) ),0,0.6160714285714286,0.3839285714285714,0.48575269099819707
vote ( XGB ( n_estimators = 10 ) ; voting = hard ),vote ( XGB ( n_estimators = 10 ) ; voting = hard ),0,0.6428571428571429,0.3571428571428571,0.06791444199916441
"vote ( KNN ( n_neighbors = 5 ) , RF ( n_estimators = 10 ) )","vote ( KNN ( n_neighbors = 5 ) , RF ( n_estimators = 10 ) )",0,0.5982142857142857,0.4017857142857143,0.09596454300481128
stack ( XGB ( n_estimators = 10 ) ),stack ( XGB ( n_estimators = 10 ) ),0,0.625,0.375,0.5532562959997449
"vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 0.4 ) ; voting = hard )","vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 0.4 ) ; voting = hard )",5,0.6607142857142857,0.3392857142857143,0.02398236699809786
"vote ( RF ( n_estimators = 2 , max_depth = 5 ) )","vote ( RF ( n_estimators = 2 , max_depth = 5 ) )",0,0.5892857142857143,0.4107142857142857,0.028621747995202895
"vote ( SVM ( C = 0.1 , kernel = rbf ) ; voting = hard )","vote ( SVM ( C = 0.1 , kernel = rbf ) ; voting = hard )",0,0.625,0.375,0.07075429200631334
"stack ( NB ( var_smoothing = 1e-8 ) ; final_estimator = DT , cv = 1 )","stack ( NB ( var_smoothing = 1e-8 ) ; final_estimator = DT , cv = 1 )",0,0.6294642857142857,0.3705357142857143,0.1842992210004013
"vote ( SVM ( kernel = rbf ) , SVM ( kernel = rbf ) ; voting = hard )","vote ( SVM ( kernel = rbf ) , SVM ( kernel = rbf ) ; voting = hard )",0,0.6517857142857143,0.3482142857142857,0.10084503099642461
"stack ( XGB ( n_estimators = 1 , max_depth = 10 ) )","stack ( XGB ( n_estimators = 1 , max_depth = 10 ) )",1,0.6160714285714286,0.3839285714285714,0.25097224999626633
ada ( NB ( var_smoothing = 1e-7 ) ; algorithm = SAMME ),ada ( NB ( var_smoothing = 1e-7 ) ; algorithm = SAMME ),4,0.6339285714285714,0.3660714285714286,0.6293800769999507
bag ( KNN ( n_neighbors = 3 ) ; max_features = 10 ),bag ( KNN ( n_neighbors = 3 ) ; max_features = 10 ),1,0.6160714285714286,0.3839285714285714,0.1125018699967768
"vote ( RF ( max_depth = 3 ) , KNN ( n_neighbors = 5 ) )","vote ( RF ( max_depth = 3 ) , KNN ( n_neighbors = 5 ) )",0,0.6517857142857143,0.3482142857142857,0.7840078780063777
bag ( GB ( n_estimators = 10 ) ),bag ( GB ( n_estimators = 10 ) ),3,0.6607142857142857,0.3392857142857143,1.3408360820030794
"bag ( LR ( C = 0.1 , max_iter = 5 ) ; n_estimators = 50 , max_samples = 0.5 )","bag ( LR ( C = 0.1 , max_iter = 5 ) ; n_estimators = 50 , max_samples = 0.5 )",0,0.6339285714285714,0.3660714285714286,1.4439612290007062
vote ( RF ( max_depth = 2 ) ),vote ( RF ( max_depth = 2 ) ),0,0.65625,0.34375,0.564341115001298
ada ( XGB ( n_estimators = 2 ) ),ada ( XGB ( n_estimators = 2 ) ),0,0.59375,0.40625,1.9062757850042544
stack ( RF ( n_estimators = 50 ) ),stack ( RF ( n_estimators = 50 ) ),0,0.6160714285714286,0.3839285714285714,1.9671801030053757
"ada ( NB ( var_smoothing = 1e-6 ) ; n_estimators = 50 , learning_rate = 1.0 )","ada ( NB ( var_smoothing = 1e-6 ) ; n_estimators = 50 , learning_rate = 1.0 )",0,0.45089285714285715,0.5491071428571428,1.655483695998555
ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 1.0 ),ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 1.0 ),0,0.39732142857142855,0.6026785714285714,1.5892317489997367
"ada ( RF ( max_depth = 3 ) ; n_estimators = 5 , learning_rate = 1.0 )","ada ( RF ( max_depth = 3 ) ; n_estimators = 5 , learning_rate = 1.0 )",0,0.625,0.375,2.0128951759979827
bag ( LR ( penalty = l2 ) ),bag ( LR ( penalty = l2 ) ),1,0.5982142857142857,0.4017857142857143,2.0879667879999033
"stack ( DT ( max_depth = 5 , criterion = entropy ) , KNN ( n_neighbors = 10 ) , NB ( var_smoothing = 1e-7 ) , LR ( C = 1.0 ) , XGB ( n_estimators = 50 , max_depth = 3 ) , NB ( var_smoothing = 1e-7 ) , KNN ( n_neighbors = 5 ) )","stack ( DT ( max_depth = 5 , criterion = entropy ) , KNN ( n_neighbors = 10 ) , NB ( var_smoothing = 1e-7 ) , LR ( C = 1.0 ) , XGB ( n_estimators = 50 , max_depth = 3 ) , NB ( var_smoothing = 1e-7 ) , KNN ( n_neighbors = 5 ) )",0,0.6294642857142857,0.3705357142857143,2.8706246279980405
bag ( GB ( learning_rate = 50 ) ; max_features = 0.5 ),bag ( GB ( learning_rate = 50 ) ; max_features = 0.5 ),0,0.35267857142857145,0.6473214285714286,2.3774780109961284
"stack ( LR ( penalty = elasticnet ) , RF ( n_estimators = 10 ) , SVM ( C = 1.0 , kernel = linear ) , RF ( max_depth = 50 ) , XGB ( n_estimators = 5 ) )","stack ( LR ( penalty = elasticnet ) , RF ( n_estimators = 10 ) , SVM ( C = 1.0 , kernel = linear ) , RF ( max_depth = 50 ) , XGB ( n_estimators = 5 ) )",0,0.6071428571428571,0.3928571428571429,3.773406400003296
"vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 2 ) ; voting = soft )","vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 2 ) ; voting = soft )",0,0.6607142857142857,0.3392857142857143,0.03536220399837475
"vote ( LR ( C = 10 , max_iter = 5 ) ; voting = soft )","vote ( LR ( C = 10 , max_iter = 5 ) ; voting = soft )",0,0.625,0.375,0.027162587000930216
"vote ( XGB ( n_estimators = 2 , max_depth = 3 ) )","vote ( XGB ( n_estimators = 2 , max_depth = 3 ) )",1,0.6651785714285714,0.3348214285714286,0.06913797400193289
vote ( XGB ( n_estimators = 3 ) ),vote ( XGB ( n_estimators = 3 ) ),0,0.6517857142857143,0.3482142857142857,0.07173049500124762
"stack ( DT ( max_depth = 2 , min_samples_split = 0.4 ) ; final_estimator = SVM , cv = 1 )","stack ( DT ( max_depth = 2 , min_samples_split = 0.4 ) ; final_estimator = SVM , cv = 1 )",3,0.6607142857142857,0.3392857142857143,0.13698146200476913
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 3 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 3 )",1,0.6607142857142857,0.3392857142857143,0.11539748500217684
"vote ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , SVM ( kernel = rbf ) ; voting = hard )","vote ( SVM ( C = 1.0 ) , SVM ( kernel = rbf ) , SVM ( kernel = rbf ) ; voting = hard )",0,0.6517857142857143,0.3482142857142857,0.18238388699683128
"vote ( RF ( n_estimators = 1 ) , RF ( n_estimators = 2 ) , KNN ( n_neighbors = 5 ) , RF ( n_estimators = 10 ) ; voting = soft )","vote ( RF ( n_estimators = 1 ) , RF ( n_estimators = 2 ) , KNN ( n_neighbors = 5 ) , RF ( n_estimators = 10 ) ; voting = soft )",0,0.5580357142857143,0.4419642857142857,0.08820981199824018
"vote ( XGB ( n_estimators = 3 , max_depth = 50 ) )","vote ( XGB ( n_estimators = 3 , max_depth = 50 ) )",0,0.59375,0.40625,0.10196265499689616
bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 5 ),bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 5 ),0,0.5401785714285714,0.4598214285714286,0.06774688299628906
"vote ( SVM ( C = 50 ) , RF ( n_estimators = 2 , max_depth = 1 ) ; voting = soft )","vote ( SVM ( C = 50 ) , RF ( n_estimators = 2 , max_depth = 1 ) ; voting = soft )",0,0.6517857142857143,0.3482142857142857,0.2957935910017113
stack ( RF ( n_estimators = 2 ) ),stack ( RF ( n_estimators = 2 ) ),0,0.5,0.5,0.17597181500605075
"stack ( XGB ( n_estimators = 2 , max_depth = 5 ) )","stack ( XGB ( n_estimators = 2 , max_depth = 5 ) )",1,0.6294642857142857,0.3705357142857143,0.32624341100017773
stack ( XGB ( n_estimators = 2 ) ),stack ( XGB ( n_estimators = 2 ) ),7,0.6607142857142857,0.3392857142857143,0.34637550900515635
"vote ( DT ( max_depth = 10 , criterion = gini , min_samples_split = 0.2 ) ; voting = soft )","vote ( DT ( max_depth = 10 , criterion = gini , min_samples_split = 0.2 ) ; voting = soft )",0,0.6517857142857143,0.3482142857142857,0.017510641999251675
"bag ( RF ( n_estimators = 2 ) ; n_estimators = 3 , max_samples = 50 )","bag ( RF ( n_estimators = 2 ) ; n_estimators = 3 , max_samples = 50 )",0,0.6026785714285714,0.3973214285714286,0.07392687800165731
"stack ( DT ( max_depth = 5 , criterion = entropy ) ; final_estimator = RF , cv = 5 )","stack ( DT ( max_depth = 5 , criterion = entropy ) ; final_estimator = RF , cv = 5 )",0,0.65625,0.34375,0.11264950199984014
"stack ( NB ( var_smoothing = 1e-9 ) , KNN ( n_neighbors = 2 ) , KNN ( n_neighbors = 5 ) )","stack ( NB ( var_smoothing = 1e-9 ) , KNN ( n_neighbors = 2 ) , KNN ( n_neighbors = 5 ) )",0,0.5669642857142857,0.4330357142857143,0.40662487800000235
"vote ( XGB ( n_estimators = 5 ) , RF ( n_estimators = 5 ) , KNN ( n_neighbors = 1 ) , NB ( var_smoothing = 1e-6 ) ; voting = hard )","vote ( XGB ( n_estimators = 5 ) , RF ( n_estimators = 5 ) , KNN ( n_neighbors = 1 ) , NB ( var_smoothing = 1e-6 ) ; voting = hard )",0,0.6383928571428571,0.3616071428571429,0.1407324250030797
"stack ( XGB ( n_estimators = 5 , max_depth = 10 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 10 ) )",0,0.6071428571428571,0.3928571428571429,0.4172282979998272
"bag ( XGB ( n_estimators = 2 , max_depth = 50 ) ; max_features = 10 )","bag ( XGB ( n_estimators = 2 , max_depth = 50 ) ; max_features = 10 )",0,0.6071428571428571,0.3928571428571429,0.3886296799973934
"vote ( LR ( C = 1.0 ) , DT ( max_depth = 5 , criterion = gini , min_samples_split = 3 ) , SVM ( C = 0.5 ) , RF ( max_depth = 5 ) , GB ( n_estimators = 10 ) ; voting = hard )","vote ( LR ( C = 1.0 ) , DT ( max_depth = 5 , criterion = gini , min_samples_split = 3 ) , SVM ( C = 0.5 ) , RF ( max_depth = 5 ) , GB ( n_estimators = 10 ) ; voting = hard )",1,0.6473214285714286,0.3526785714285714,0.5402136020056787
stack ( LR ( C = 10 ) ; cv = 5 ),stack ( LR ( C = 10 ) ; cv = 5 ),0,0.5848214285714286,0.4151785714285714,0.888041828002315
"stack ( XGB ( n_estimators = 50 , max_depth = 5 ) )","stack ( XGB ( n_estimators = 50 , max_depth = 5 ) )",3,0.59375,0.40625,1.0547429450016352
stack ( XGB ( max_depth = 5 ) ),stack ( XGB ( max_depth = 5 ) ),1,0.6071428571428571,0.3928571428571429,1.4554498700017575
"stack ( LR ( penalty = l2 ) , XGB ( max_depth = 5 ) , DT ( max_depth = 3 , min_samples_split = 50 ) )","stack ( LR ( penalty = l2 ) , XGB ( max_depth = 5 ) , DT ( max_depth = 3 , min_samples_split = 50 ) )",1,0.625,0.375,1.6954979910005932
"vote ( SVM ( C = 10 , kernel = linear ) , KNN ( n_neighbors = 2 ) , DT ( max_depth = 5 , criterion = entropy ) , KNN ( n_neighbors = 10 ) , NB ( var_smoothing = 1e-7 ) , LR ( C = 1.0 ) , XGB ( n_estimators = 50 , max_depth = 3 ) , NB ( var_smoothing = 1e-7 ) , KNN ( n_neighbors = 5 ) ; voting = soft )","vote ( SVM ( C = 10 , kernel = linear ) , KNN ( n_neighbors = 2 ) , DT ( max_depth = 5 , criterion = entropy ) , KNN ( n_neighbors = 10 ) , NB ( var_smoothing = 1e-7 ) , LR ( C = 1.0 ) , XGB ( n_estimators = 50 , max_depth = 3 ) , NB ( var_smoothing = 1e-7 ) , KNN ( n_neighbors = 5 ) ; voting = soft )",0,0.6205357142857143,0.3794642857142857,4.359516431999509
"vote ( DT ( max_depth = 2 , min_samples_leaf = 2 ) )","vote ( DT ( max_depth = 2 , min_samples_leaf = 2 ) )",0,0.6607142857142857,0.3392857142857143,0.03762520000600489
"stack ( DT ( max_depth = 3 , min_samples_leaf = 0.4 ) ; cv = 5 )","stack ( DT ( max_depth = 3 , min_samples_leaf = 0.4 ) ; cv = 5 )",0,0.53125,0.46875,0.1430159529991215
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = NB )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = NB )",0,0.6607142857142857,0.3392857142857143,0.15727228700416163
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = XGB , cv = 1 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = XGB , cv = 1 )",0,0.6607142857142857,0.3392857142857143,0.1584553459979361
"stack ( DT ( max_depth = 50 , criterion = entropy ) ; final_estimator = DT , cv = 5 )","stack ( DT ( max_depth = 50 , criterion = entropy ) ; final_estimator = DT , cv = 5 )",0,0.5267857142857143,0.4732142857142857,0.20210589899943443
stack ( DT ( criterion = log_loss ) ; final_estimator = NB ),stack ( DT ( criterion = log_loss ) ; final_estimator = NB ),0,0.5267857142857143,0.4732142857142857,0.18100998499721754
vote ( SVM ( kernel = sigmoid ) ; voting = hard ),vote ( SVM ( kernel = sigmoid ) ; voting = hard ),0,0.5044642857142857,0.4955357142857143,0.057259387998783495
stack ( KNN ( n_neighbors = 2 ) ),stack ( KNN ( n_neighbors = 2 ) ),2,0.5357142857142857,0.4642857142857143,0.2110853850026615
stack ( KNN ( n_neighbors = 2 ) ; final_estimator = DT ),stack ( KNN ( n_neighbors = 2 ) ; final_estimator = DT ),0,0.5357142857142857,0.4642857142857143,0.19897250099893427
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 2 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 2 )",0,0.6607142857142857,0.3392857142857143,0.14551223699527327
"stack ( DT ( max_depth = 1 , min_samples_split = 5 ) ; cv = 50 )","stack ( DT ( max_depth = 1 , min_samples_split = 5 ) ; cv = 50 )",0,0.6607142857142857,0.3392857142857143,0.12596196200320264
"stack ( RF ( n_estimators = 1 , max_depth = 2 ) )","stack ( RF ( n_estimators = 1 , max_depth = 2 ) )",0,0.6383928571428571,0.3616071428571429,0.16703842299466487
stack ( RF ( n_estimators = 1 ) ; cv = 5 ),stack ( RF ( n_estimators = 1 ) ; cv = 5 ),0,0.5401785714285714,0.4598214285714286,0.1820244909977191
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 50 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 50 )",1,0.6607142857142857,0.3392857142857143,0.10804477400233736
"stack ( XGB ( n_estimators = 2 , max_depth = 2 ) )","stack ( XGB ( n_estimators = 2 , max_depth = 2 ) )",0,0.6607142857142857,0.3392857142857143,0.2827090840000892
"stack ( GB ( n_estimators = 5 , learning_rate = 10 ) )","stack ( GB ( n_estimators = 5 , learning_rate = 10 ) )",0,0.40625,0.59375,0.5723746200019377
"stack ( XGB ( n_estimators = 5 , max_depth = 50 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 50 ) )",2,0.6116071428571429,0.3883928571428571,0.5427642819995526
"bag ( LR ( C = 10 , max_iter = 10 ) ; max_features = 10 )","bag ( LR ( C = 10 , max_iter = 10 ) ; max_features = 10 )",0,0.6339285714285714,0.3660714285714286,0.3819832139997743
"stack ( XGB ( n_estimators = 5 , max_depth = 5 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 5 ) )",2,0.6428571428571429,0.3571428571428571,0.36400000800495036
"stack ( XGB ( n_estimators = 5 , max_depth = 50 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 50 ) )",0,0.6116071428571429,0.3883928571428571,0.5883962630032329
vote ( XGB ( n_estimators = 50 ) ),vote ( XGB ( n_estimators = 50 ) ),0,0.6026785714285714,0.3973214285714286,0.27727749600308016
ada ( LR ( penalty = l1 ) ; n_estimators = 50 ),ada ( LR ( penalty = l1 ) ; n_estimators = 50 ),0,0.59375,0.40625,0.6886144719974254
"stack ( XGB ( n_estimators = 10 , max_depth = 1 ) , RF ( n_estimators = 5 ) , KNN ( n_neighbors = 1 ) , NB ( var_smoothing = 1e-6 ) )","stack ( XGB ( n_estimators = 10 , max_depth = 1 ) , RF ( n_estimators = 5 ) , KNN ( n_neighbors = 1 ) , NB ( var_smoothing = 1e-6 ) )",0,0.59375,0.40625,0.5654111500043655
stack ( XGB ( max_depth = 1 ) ),stack ( XGB ( max_depth = 1 ) ),1,0.6383928571428571,0.3616071428571429,0.8373353249990032
stack ( LR ( penalty = l2 ) ; cv = 5 ),stack ( LR ( penalty = l2 ) ; cv = 5 ),0,0.5848214285714286,0.4151785714285714,0.857049685997481
"vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 0.4 ) ; voting = soft )","vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 0.4 ) ; voting = soft )",1,0.6607142857142857,0.3392857142857143,0.019021979001990985
vote ( DT ( criterion = log_loss ) ; voting = soft ),vote ( DT ( criterion = log_loss ) ; voting = soft ),0,0.5267857142857143,0.4732142857142857,0.02959791899775155
"vote ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 0.2 ) ; voting = hard )","vote ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 0.2 ) ; voting = hard )",0,0.6607142857142857,0.3392857142857143,0.037088479002704844
"vote ( XGB ( n_estimators = 2 , max_depth = 1 ) )","vote ( XGB ( n_estimators = 2 , max_depth = 1 ) )",2,0.6607142857142857,0.3392857142857143,0.056122153997421265
"vote ( GB ( n_estimators = 3 , learning_rate = 10 ) )","vote ( GB ( n_estimators = 3 , learning_rate = 10 ) )",0,0.59375,0.40625,0.10037854300026083
"stack ( DT ( max_depth = 2 , criterion = log_loss ) ; final_estimator = RF , cv = 2 )","stack ( DT ( max_depth = 2 , criterion = log_loss ) ; final_estimator = RF , cv = 2 )",0,0.6607142857142857,0.3392857142857143,0.1394771569976001
"stack ( DT ( max_depth = 2 , criterion = gini ) ; cv = 3 )","stack ( DT ( max_depth = 2 , criterion = gini ) ; cv = 3 )",0,0.6607142857142857,0.3392857142857143,0.16132633999950485
"stack ( DT ( max_depth = 1 , min_samples_split = 0.4 ) ; final_estimator = RF )","stack ( DT ( max_depth = 1 , min_samples_split = 0.4 ) ; final_estimator = RF )",1,0.6607142857142857,0.3392857142857143,0.14969938900321722
"vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 0.1 ) ; voting = soft )","vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 0.1 ) ; voting = soft )",0,0.6607142857142857,0.3392857142857143,0.01804552099929424
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = SVM , cv = 2 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = SVM , cv = 2 )",0,0.6607142857142857,0.3392857142857143,0.1842213170020841
