model_string,cache_key,hit_count,accuracy,mae,training_time_sec
"bag ( DT ( max_depth = 50 , criterion = gini , min_samples_split = 0.3 ) )","bag ( DT ( max_depth = 50 , criterion = gini , min_samples_split = 0.3 ) )",0,0.6473214285714286,0.3526785714285714,0.15842643700307235
"stack ( DT ( max_depth = 50 , criterion = entropy , min_samples_split = 0.4 ) )","stack ( DT ( max_depth = 50 , criterion = entropy , min_samples_split = 0.4 ) )",0,0.6428571428571429,0.3571428571428571,0.15846664100536145
"bag ( DT ( max_depth = 1 , criterion = log_loss , min_samples_split = 3 ) )","bag ( DT ( max_depth = 1 , criterion = log_loss , min_samples_split = 3 ) )",1,0.6517857142857143,0.3482142857142857,0.11286462200223468
bag ( DT ( criterion = entropy ) ),bag ( DT ( criterion = entropy ) ),2,0.6071428571428571,0.3928571428571429,0.18307705099869054
"bag ( RF ( n_estimators = 1 , max_depth = 2 ) )","bag ( RF ( n_estimators = 1 , max_depth = 2 ) )",0,0.6071428571428571,0.3928571428571429,0.25600216900056694
"stack ( RF ( n_estimators = 2 , max_depth = 3 ) ; cv = 5 )","stack ( RF ( n_estimators = 2 , max_depth = 3 ) ; cv = 5 )",0,0.6339285714285714,0.3660714285714286,0.28333513499819674
"stack ( XGB ( n_estimators = 1 , max_depth = 3 ) )","stack ( XGB ( n_estimators = 1 , max_depth = 3 ) )",1,0.6473214285714286,0.3526785714285714,0.28704654900502646
"bag ( GB ( n_estimators = 1 , learning_rate = 1.0 ) )","bag ( GB ( n_estimators = 1 , learning_rate = 1.0 ) )",0,0.6383928571428571,0.3616071428571429,0.3289182640000945
bag ( NB ( var_smoothing = 1e-6 ) ; max_samples = 1.0 ),bag ( NB ( var_smoothing = 1e-6 ) ; max_samples = 1.0 ),0,0.625,0.375,0.2889137140009552
bag ( GB ( n_estimators = 2 ) ; max_features = 0.5 ),bag ( GB ( n_estimators = 2 ) ; max_features = 0.5 ),0,0.6428571428571429,0.3571428571428571,0.3723295879972284
"bag ( XGB ( n_estimators = 3 , max_depth = 10 ) )","bag ( XGB ( n_estimators = 3 , max_depth = 10 ) )",1,0.6339285714285714,0.3660714285714286,0.4190660910026054
"bag ( XGB ( n_estimators = 2 , max_depth = 10 ) )","bag ( XGB ( n_estimators = 2 , max_depth = 10 ) )",15,0.6875,0.3125,0.2650609889969928
"ada ( DT ( max_depth = 10 , min_samples_leaf = 0.4 ) ; learning_rate = 10 )","ada ( DT ( max_depth = 10 , min_samples_leaf = 0.4 ) ; learning_rate = 10 )",0,0.5758928571428571,0.4241071428571429,0.5032110680040205
stack ( RF ( max_depth = 1 ) ),stack ( RF ( max_depth = 1 ) ),0,0.6339285714285714,0.3660714285714286,0.7920831960000214
bag ( XGB ( max_depth = 1 ) ),bag ( XGB ( max_depth = 1 ) ),0,0.6696428571428571,0.3303571428571429,0.7244107569931657
"bag ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 10 ) )","bag ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 10 ) )",0,0.6517857142857143,0.3482142857142857,0.12235790200065821
"stack ( DT ( max_depth = 50 , criterion = entropy , min_samples_split = 0.3 ) )","stack ( DT ( max_depth = 50 , criterion = entropy , min_samples_split = 0.3 ) )",0,0.6428571428571429,0.3571428571428571,0.13705985200067516
"bag ( DT ( max_depth = 5 , criterion = gini , min_samples_split = 2 ) )","bag ( DT ( max_depth = 5 , criterion = gini , min_samples_split = 2 ) )",0,0.6473214285714286,0.3526785714285714,0.09873438399517909
stack ( GB ( n_estimators = 2 ) ),stack ( GB ( n_estimators = 2 ) ),0,0.6473214285714286,0.3526785714285714,0.18456369300110964
"bag ( XGB ( n_estimators = 2 , max_depth = 1 ) )","bag ( XGB ( n_estimators = 2 , max_depth = 1 ) )",2,0.6428571428571429,0.3571428571428571,0.3764741459963261
"bag ( XGB ( n_estimators = 3 , max_depth = 1 ) )","bag ( XGB ( n_estimators = 3 , max_depth = 1 ) )",0,0.6428571428571429,0.3571428571428571,0.39111408199823927
"bag ( XGB ( n_estimators = 5 , max_depth = 2 ) )","bag ( XGB ( n_estimators = 5 , max_depth = 2 ) )",1,0.6428571428571429,0.3571428571428571,0.44531988500239095
stack ( KNN ( n_neighbors = 3 ) ),stack ( KNN ( n_neighbors = 3 ) ),0,0.5669642857142857,0.4330357142857143,0.11656135699740844
"ada ( DT ( max_depth = 2 , min_samples_split = 10 ) ; learning_rate = 0.1 )","ada ( DT ( max_depth = 2 , min_samples_split = 10 ) ; learning_rate = 0.1 )",0,0.6651785714285714,0.3348214285714286,0.5358485270044184
"stack ( XGB ( n_estimators = 2 , max_depth = 2 ) , GB ( n_estimators = 2 , learning_rate = 50 ) , LR ( C = 1.0 , max_iter = 5 ) , GB ( n_estimators = 3 ) , NB ( var_smoothing = 1e-7 ) )","stack ( XGB ( n_estimators = 2 , max_depth = 2 ) , GB ( n_estimators = 2 , learning_rate = 50 ) , LR ( C = 1.0 , max_iter = 5 ) , GB ( n_estimators = 3 ) , NB ( var_smoothing = 1e-7 ) )",0,0.6383928571428571,0.3616071428571429,0.6362338399994769
bag ( SVM ( kernel = rbf ) ),bag ( SVM ( kernel = rbf ) ),0,0.6071428571428571,0.3928571428571429,0.26044723900122335
"stack ( XGB ( n_estimators = 50 , max_depth = 3 ) )","stack ( XGB ( n_estimators = 50 , max_depth = 3 ) )",0,0.6160714285714286,0.3839285714285714,1.0262033960025292
"stack ( XGB ( n_estimators = 50 , max_depth = 3 ) )","stack ( XGB ( n_estimators = 50 , max_depth = 3 ) )",0,0.6160714285714286,0.3839285714285714,1.26542141099344
"bag ( XGB ( n_estimators = 50 , max_depth = 3 ) )","bag ( XGB ( n_estimators = 50 , max_depth = 3 ) )",2,0.6517857142857143,0.3482142857142857,1.5746661849989323
"bag ( XGB ( max_depth = 1 ) ; n_estimators = 10 , max_features = 0.5 )","bag ( XGB ( max_depth = 1 ) ; n_estimators = 10 , max_features = 0.5 )",0,0.6205357142857143,0.3794642857142857,1.1598899370001163
stack ( GB ( learning_rate = 50 ) ),stack ( GB ( learning_rate = 50 ) ),0,0.6517857142857143,0.3482142857142857,1.7636381560005248
bag ( XGB ( max_depth = 2 ) ),bag ( XGB ( max_depth = 2 ) ),0,0.6473214285714286,0.3526785714285714,1.9006892870020238
bag ( XGB ( max_depth = 2 ) ),bag ( XGB ( max_depth = 2 ) ),0,0.6339285714285714,0.3660714285714286,1.7361310260021128
bag ( XGB ( max_depth = 10 ) ),bag ( XGB ( max_depth = 10 ) ),0,0.6339285714285714,0.3660714285714286,4.425258039002074
bag ( XGB ( max_depth = 50 ) ),bag ( XGB ( max_depth = 50 ) ),0,0.6339285714285714,0.3660714285714286,4.439166060001298
"bag ( DT ( max_depth = 5 , criterion = gini , min_samples_split = 0.1 ) )","bag ( DT ( max_depth = 5 , criterion = gini , min_samples_split = 0.1 ) )",0,0.6517857142857143,0.3482142857142857,0.10980271899461513
"stack ( XGB ( n_estimators = 2 , max_depth = 10 ) , DT ( criterion = entropy ) )","stack ( XGB ( n_estimators = 2 , max_depth = 10 ) , DT ( criterion = entropy ) )",0,0.6116071428571429,0.3883928571428571,0.3794279270005063
"bag ( XGB ( n_estimators = 2 , max_depth = 3 ) )","bag ( XGB ( n_estimators = 2 , max_depth = 3 ) )",1,0.6383928571428571,0.3616071428571429,0.36146423700120067
bag ( XGB ( n_estimators = 3 ) ),bag ( XGB ( n_estimators = 3 ) ),2,0.6473214285714286,0.3526785714285714,0.4489456430019345
"bag ( RF ( n_estimators = 10 , max_depth = 2 ) )","bag ( RF ( n_estimators = 10 , max_depth = 2 ) )",1,0.6339285714285714,0.3660714285714286,0.5154123160027666
bag ( XGB ( n_estimators = 5 ) ),bag ( XGB ( n_estimators = 5 ) ),0,0.65625,0.34375,0.5069725860012113
"ada ( DT ( max_depth = 2 , min_samples_split = 3 ) ; learning_rate = 0.1 )","ada ( DT ( max_depth = 2 , min_samples_split = 3 ) ; learning_rate = 0.1 )",0,0.6696428571428571,0.3303571428571429,0.5462593240008573
stack ( GB ( n_estimators = 10 ) ),stack ( GB ( n_estimators = 10 ) ),0,0.6428571428571429,0.3571428571428571,0.538769950006099
"bag ( XGB ( n_estimators = 10 , max_depth = 3 ) )","bag ( XGB ( n_estimators = 10 , max_depth = 3 ) )",1,0.6339285714285714,0.3660714285714286,0.5725514189980458
"stack ( XGB ( max_depth = 1 ) , LR ( C = 1.0 , max_iter = 3 ) )","stack ( XGB ( max_depth = 1 ) , LR ( C = 1.0 , max_iter = 3 ) )",0,0.6383928571428571,0.3616071428571429,0.7710964200014132
"bag ( XGB ( n_estimators = 50 , max_depth = 2 ) )","bag ( XGB ( n_estimators = 50 , max_depth = 2 ) )",4,0.6651785714285714,0.3348214285714286,0.9370210039996891
"bag ( XGB ( n_estimators = 50 , max_depth = 5 ) )","bag ( XGB ( n_estimators = 50 , max_depth = 5 ) )",1,0.6741071428571429,0.3258928571428571,1.2238198869963526
"ada ( XGB ( n_estimators = 50 , max_depth = 5 ) ; learning_rate = 0.5 )","ada ( XGB ( n_estimators = 50 , max_depth = 5 ) ; learning_rate = 0.5 )",0,0.59375,0.40625,1.471394867003255
"ada ( DT ( max_depth = 10 , min_samples_split = 0.3 ) ; learning_rate = 50 )","ada ( DT ( max_depth = 10 , min_samples_split = 0.3 ) ; learning_rate = 50 )",0,0.6428571428571429,0.3571428571428571,0.054690789998858236
"stack ( DT ( max_depth = 1 , criterion = log_loss , min_samples_split = 3 ) )","stack ( DT ( max_depth = 1 , criterion = log_loss , min_samples_split = 3 ) )",0,0.6517857142857143,0.3482142857142857,0.14036876200407278
bag ( DT ( max_depth = 3 ) ),bag ( DT ( max_depth = 3 ) ),1,0.6428571428571429,0.3571428571428571,0.1126108309981646
bag ( RF ( n_estimators = 2 ) ),bag ( RF ( n_estimators = 2 ) ),0,0.59375,0.40625,0.18827293800131883
"vote ( XGB ( n_estimators = 50 , max_depth = 5 ) ; voting = soft )","vote ( XGB ( n_estimators = 50 , max_depth = 5 ) ; voting = soft )",0,0.6517857142857143,0.3482142857142857,0.2751843399964855
bag ( GB ( n_estimators = 3 ) ),bag ( GB ( n_estimators = 3 ) ),0,0.6294642857142857,0.3705357142857143,0.3637500849945354
"bag ( XGB ( n_estimators = 2 , max_depth = 5 ) )","bag ( XGB ( n_estimators = 2 , max_depth = 5 ) )",1,0.6473214285714286,0.3526785714285714,0.3714210219986853
"bag ( XGB ( n_estimators = 1 , max_depth = 10 ) )","bag ( XGB ( n_estimators = 1 , max_depth = 10 ) )",0,0.6428571428571429,0.3571428571428571,0.36246668500098167
ada ( DT ( max_depth = 2 ) ; algorithm = SAMME ),ada ( DT ( max_depth = 2 ) ; algorithm = SAMME ),0,0.6383928571428571,0.3616071428571429,0.4446753969968995
"bag ( XGB ( n_estimators = 5 , max_depth = 3 ) )","bag ( XGB ( n_estimators = 5 , max_depth = 3 ) )",0,0.6517857142857143,0.3482142857142857,0.41274482399603585
"ada ( DT ( max_depth = 5 , min_samples_split = 50 ) ; learning_rate = 1.0 )","ada ( DT ( max_depth = 5 , min_samples_split = 50 ) ; learning_rate = 1.0 )",0,0.5669642857142857,0.4330357142857143,0.4607380040033604
"bag ( XGB ( n_estimators = 10 , max_depth = 10 ) )","bag ( XGB ( n_estimators = 10 , max_depth = 10 ) )",1,0.6473214285714286,0.3526785714285714,0.6022229610025533
"bag ( XGB ( n_estimators = 50 , max_depth = 1 ) )","bag ( XGB ( n_estimators = 50 , max_depth = 1 ) )",0,0.6383928571428571,0.3616071428571429,0.6002363849984249
"vote ( DT ( max_depth = 1 , criterion = entropy , min_samples_split = 3 ) )","vote ( DT ( max_depth = 1 , criterion = entropy , min_samples_split = 3 ) )",0,0.6517857142857143,0.3482142857142857,0.03677060000336496
"bag ( DT ( max_depth = 2 , min_samples_split = 3 ) )","bag ( DT ( max_depth = 2 , min_samples_split = 3 ) )",0,0.6517857142857143,0.3482142857142857,0.10188251399813453
bag ( KNN ( n_neighbors = 3 ) ),bag ( KNN ( n_neighbors = 3 ) ),0,0.5446428571428571,0.4553571428571429,0.07577193499309942
"bag ( XGB ( n_estimators = 2 , max_depth = 50 ) )","bag ( XGB ( n_estimators = 2 , max_depth = 50 ) )",0,0.6383928571428571,0.3616071428571429,0.3999479310004972
"bag ( XGB ( n_estimators = 3 , max_depth = 5 ) )","bag ( XGB ( n_estimators = 3 , max_depth = 5 ) )",0,0.6473214285714286,0.3526785714285714,0.3706202140019741
"bag ( XGB ( n_estimators = 10 , max_depth = 1 ) )","bag ( XGB ( n_estimators = 10 , max_depth = 1 ) )",0,0.6383928571428571,0.3616071428571429,0.4453181520002545
"stack ( GB ( n_estimators = 10 ) , KNN ( n_neighbors = 1 ) )","stack ( GB ( n_estimators = 10 ) , KNN ( n_neighbors = 1 ) )",0,0.5892857142857143,0.4107142857142857,0.492335066999658
"bag ( XGB ( n_estimators = 5 , max_depth = 50 ) )","bag ( XGB ( n_estimators = 5 , max_depth = 50 ) )",0,0.6116071428571429,0.3883928571428571,0.5793323769976269
bag ( GB ( n_estimators = 10 ) ),bag ( GB ( n_estimators = 10 ) ),0,0.6473214285714286,0.3526785714285714,0.6038235969972447
bag ( GB ( learning_rate = 0.5 ) ),bag ( GB ( learning_rate = 0.5 ) ),0,0.625,0.375,1.463776394004526
bag ( GB ( learning_rate = 1.0 ) ),bag ( GB ( learning_rate = 1.0 ) ),0,0.6205357142857143,0.3794642857142857,1.4941429750033421
