model_string,cache_key,hit_count,accuracy,mae,training_time_sec
"stack ( LR ( C = 10 , max_iter = 2 ) ; cv = 2 )","stack ( LR ( C = 10 , max_iter = 2 ) ; cv = 2 )",0,0.6071428571428571,0.3928571428571429,0.16309314299724065
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.2 ) ; cv = 2 )","stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.2 ) ; cv = 2 )",0,0.6607142857142857,0.3392857142857143,0.1505713119986467
"stack ( DT ( max_depth = 50 , criterion = log_loss ) ; final_estimator = RF )","stack ( DT ( max_depth = 50 , criterion = log_loss ) ; final_estimator = RF )",0,0.5044642857142857,0.4955357142857143,0.16864460599754239
"bag ( SVM ( C = 0.1 , kernel = rbf ) ; n_estimators = 3 )","bag ( SVM ( C = 0.1 , kernel = rbf ) ; n_estimators = 3 )",0,0.6116071428571429,0.3883928571428571,0.09852225700160488
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.1 ) ; final_estimator = XGB , cv = 3 )","stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.1 ) ; final_estimator = XGB , cv = 3 )",0,0.6607142857142857,0.3392857142857143,0.11713879799935967
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.4 ) ; cv = 5 )","stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.4 ) ; cv = 5 )",0,0.6607142857142857,0.3392857142857143,0.09254881599918008
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = GB )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = GB )",1,0.6607142857142857,0.3392857142857143,0.10730878300091717
"bag ( SVM ( C = 0.1 , kernel = linear ) )","bag ( SVM ( C = 0.1 , kernel = linear ) )",0,0.5982142857142857,0.4017857142857143,0.25734124099835753
"stack ( DT ( max_depth = 3 , criterion = entropy ) , NB ( var_smoothing = 1e-9 ) ; final_estimator = GB )","stack ( DT ( max_depth = 3 , criterion = entropy ) , NB ( var_smoothing = 1e-9 ) ; final_estimator = GB )",0,0.6160714285714286,0.3839285714285714,0.2859855730057461
"stack ( LR ( penalty = l2 ) , RF ( n_estimators = 3 , max_depth = 10 ) ; cv = 5 )","stack ( LR ( penalty = l2 ) , RF ( n_estimators = 3 , max_depth = 10 ) ; cv = 5 )",0,0.6205357142857143,0.3794642857142857,0.3846670519997133
stack ( XGB ( n_estimators = 10 ) ),stack ( XGB ( n_estimators = 10 ) ),1,0.6473214285714286,0.3526785714285714,0.40651479300140636
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_features = 10 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_features = 10 )",2,0.6607142857142857,0.3392857142857143,0.2521447809995152
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 10 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 10 )",6,0.6651785714285714,0.3348214285714286,0.2410771319991909
"ada ( LR ( C = 0.5 , max_iter = 50 ) )","ada ( LR ( C = 0.5 , max_iter = 50 ) )",0,0.59375,0.40625,0.5206616400027997
"stack ( SVM ( C = 50 , kernel = linear ) , LR ( penalty = l2 ) ; final_estimator = XGB , cv = 5 )","stack ( SVM ( C = 50 , kernel = linear ) , LR ( penalty = l2 ) ; final_estimator = XGB , cv = 5 )",0,0.5848214285714286,0.4151785714285714,2.400071295000089
ada ( RF ( max_depth = 2 ) ),ada ( RF ( max_depth = 2 ) ),0,0.6160714285714286,0.3839285714285714,3.1341279249973013
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 , max_samples = 0.1 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 , max_samples = 0.1 )",0,0.59375,0.40625,0.12595911500102375
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 10 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 10 )",0,0.6607142857142857,0.3392857142857143,0.14386099800321972
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = NB )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = NB )",0,0.6607142857142857,0.3392857142857143,0.14063337599509396
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 10 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 10 )",0,0.6607142857142857,0.3392857142857143,0.1346537889985484
"stack ( DT ( max_depth = 3 , min_samples_split = 0.4 ) ; final_estimator = LR , cv = 50 )","stack ( DT ( max_depth = 3 , min_samples_split = 0.4 ) ; final_estimator = LR , cv = 50 )",1,0.6607142857142857,0.3392857142857143,0.15928627199900802
"stack ( DT ( max_depth = 2 , min_samples_split = 0.4 ) ; final_estimator = RF )","stack ( DT ( max_depth = 2 , min_samples_split = 0.4 ) ; final_estimator = RF )",0,0.6607142857142857,0.3392857142857143,0.15594338299706578
"stack ( DT ( max_depth = 3 , criterion = log_loss , min_samples_split = 2 ) )","stack ( DT ( max_depth = 3 , criterion = log_loss , min_samples_split = 2 ) )",1,0.65625,0.34375,0.18779602699942188
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 3 , max_features = 10 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 3 , max_features = 10 )",0,0.6383928571428571,0.3616071428571429,0.18061026700161165
stack ( DT ( criterion = gini ) ; cv = 1 ),stack ( DT ( criterion = gini ) ; cv = 1 ),0,0.5223214285714286,0.4776785714285714,0.158354038001562
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 2 ) ; cv = 5 )","stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 2 ) ; cv = 5 )",0,0.6607142857142857,0.3392857142857143,0.10377190900180722
"stack ( DT ( max_depth = 2 , criterion = log_loss ) ; final_estimator = RF , cv = 2 )","stack ( DT ( max_depth = 2 , criterion = log_loss ) ; final_estimator = RF , cv = 2 )",0,0.6607142857142857,0.3392857142857143,0.12125737700262107
"stack ( DT ( max_depth = 5 , min_samples_leaf = 10 ) ; final_estimator = NB , cv = 3 )","stack ( DT ( max_depth = 5 , min_samples_leaf = 10 ) ; final_estimator = NB , cv = 3 )",0,0.625,0.375,0.08757228800095618
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.1 ) ; final_estimator = RF , cv = 2 )","stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.1 ) ; final_estimator = RF , cv = 2 )",0,0.6607142857142857,0.3392857142857143,0.10550301000330364
"stack ( DT ( max_depth = 3 , criterion = gini , min_samples_split = 0.4 ) ; cv = 5 )","stack ( DT ( max_depth = 3 , criterion = gini , min_samples_split = 0.4 ) ; cv = 5 )",1,0.6607142857142857,0.3392857142857143,0.11778961199888727
"stack ( DT ( max_depth = 50 , criterion = entropy , min_samples_split = 5 ) ; cv = 50 )","stack ( DT ( max_depth = 50 , criterion = entropy , min_samples_split = 5 ) ; cv = 50 )",0,0.49107142857142855,0.5089285714285714,0.13173867799923755
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 3 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 3 )",0,0.6607142857142857,0.3392857142857143,0.11934786699566757
"ada ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 3 )","ada ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 3 )",0,0.59375,0.40625,0.10905295100383228
stack ( XGB ( n_estimators = 3 ) ; cv = 3 ),stack ( XGB ( n_estimators = 3 ) ; cv = 3 ),1,0.6428571428571429,0.3571428571428571,0.32373010399896884
"stack ( XGB ( n_estimators = 5 , max_depth = 3 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 3 ) )",0,0.625,0.375,0.33676668100088136
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_features = 1.0 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_features = 1.0 )",3,0.6651785714285714,0.3348214285714286,0.35532852899632417
"stack ( DT ( max_depth = 2 , criterion = entropy ) , XGB ( n_estimators = 3 ) , GB ( n_estimators = 2 , learning_rate = 50 ) ; final_estimator = LR , cv = 50 )","stack ( DT ( max_depth = 2 , criterion = entropy ) , XGB ( n_estimators = 3 ) , GB ( n_estimators = 2 , learning_rate = 50 ) ; final_estimator = LR , cv = 50 )",0,0.65625,0.34375,0.39714079699479043
stack ( SVM ( kernel = sigmoid ) ; final_estimator = DT ),stack ( SVM ( kernel = sigmoid ) ; final_estimator = DT ),0,0.5982142857142857,0.4017857142857143,0.3305980230070418
"stack ( SVM ( kernel = rbf ) , XGB ( n_estimators = 2 ) , LR ( C = 0.1 , max_iter = 3 ) , XGB ( max_depth = 3 ) ; final_estimator = RF )","stack ( SVM ( kernel = rbf ) , XGB ( n_estimators = 2 ) , LR ( C = 0.1 , max_iter = 3 ) , XGB ( max_depth = 3 ) ; final_estimator = RF )",0,0.6116071428571429,0.3883928571428571,0.754261262001819
"stack ( DT ( max_depth = 1 , criterion = entropy , min_samples_split = 10 ) ; final_estimator = LR )","stack ( DT ( max_depth = 1 , criterion = entropy , min_samples_split = 10 ) ; final_estimator = LR )",0,0.6607142857142857,0.3392857142857143,0.15759939100098563
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = DT , cv = 2 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = DT , cv = 2 )",0,0.6607142857142857,0.3392857142857143,0.14173284599382896
"stack ( DT ( max_depth = 2 , criterion = gini ) ; cv = 10 )","stack ( DT ( max_depth = 2 , criterion = gini ) ; cv = 10 )",1,0.6607142857142857,0.3392857142857143,0.1540385909975157
"stack ( DT ( max_depth = 3 , criterion = gini , min_samples_split = 0.1 ) ; final_estimator = LR , cv = 2 )","stack ( DT ( max_depth = 3 , criterion = gini , min_samples_split = 0.1 ) ; final_estimator = LR , cv = 2 )",0,0.6607142857142857,0.3392857142857143,0.16355257599934703
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = DT , cv = 3 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = DT , cv = 3 )",0,0.6607142857142857,0.3392857142857143,0.15743757499876665
bag ( KNN ( n_neighbors = 5 ) ; max_samples = 50 ),bag ( KNN ( n_neighbors = 5 ) ; max_samples = 50 ),0,0.5714285714285714,0.4285714285714286,0.0408776289987145
"stack ( DT ( max_depth = 2 , min_samples_leaf = 0.3 ) ; cv = 3 )","stack ( DT ( max_depth = 2 , min_samples_leaf = 0.3 ) ; cv = 3 )",0,0.6607142857142857,0.3392857142857143,0.11695352400420234
"stack ( DT ( max_depth = 50 , min_samples_split = 2 ) ; final_estimator = LR )","stack ( DT ( max_depth = 50 , min_samples_split = 2 ) ; final_estimator = LR )",1,0.5223214285714286,0.4776785714285714,0.18629946400324116
"bag ( LR ( penalty = l2 ) ; n_estimators = 5 , max_features = 0.5 )","bag ( LR ( penalty = l2 ) ; n_estimators = 5 , max_features = 0.5 )",0,0.5982142857142857,0.4017857142857143,0.19619468699966092
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 1 , max_features = 10 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 1 , max_features = 10 )",0,0.5892857142857143,0.4107142857142857,0.04987473900109762
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 5 , max_features = 1.0 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 5 , max_features = 1.0 )",0,0.6651785714285714,0.3348214285714286,0.23625695500231814
"stack ( DT ( max_depth = 3 , min_samples_split = 0.4 ) , LR ( C = 10 , max_iter = 3 ) ; final_estimator = XGB )","stack ( DT ( max_depth = 3 , min_samples_split = 0.4 ) , LR ( C = 10 , max_iter = 3 ) ; final_estimator = XGB )",0,0.6205357142857143,0.3794642857142857,0.2523071529940353
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_samples = 10 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_samples = 10 )",0,0.5848214285714286,0.4151785714285714,0.30746098599774996
"bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; max_features = 1.0 )","bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; max_features = 1.0 )",0,0.6473214285714286,0.3526785714285714,0.2837965120052104
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) )",1,0.6607142857142857,0.3392857142857143,0.18862597000406822
stack ( RF ( max_depth = 2 ) ; cv = 5 ),stack ( RF ( max_depth = 2 ) ; cv = 5 ),0,0.65625,0.34375,0.6069330249956693
"stack ( XGB ( max_depth = 2 ) , XGB ( max_depth = 5 ) , DT ( max_depth = 3 , min_samples_split = 50 ) ; cv = 3 )","stack ( XGB ( max_depth = 2 ) , XGB ( max_depth = 5 ) , DT ( max_depth = 3 , min_samples_split = 50 ) ; cv = 3 )",0,0.6294642857142857,0.3705357142857143,1.1634854579970124
"stack ( DT ( max_depth = 2 , criterion = gini ) ; cv = 50 )","stack ( DT ( max_depth = 2 , criterion = gini ) ; cv = 50 )",0,0.6607142857142857,0.3392857142857143,0.10878980399866123
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.1 ) ; final_estimator = SVM )","stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.1 ) ; final_estimator = SVM )",0,0.6607142857142857,0.3392857142857143,0.1076781640003901
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 , max_samples = 1.0 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 , max_samples = 1.0 )",0,0.6607142857142857,0.3392857142857143,0.10863590200460749
"stack ( DT ( max_depth = 2 , criterion = log_loss ) ; cv = 50 )","stack ( DT ( max_depth = 2 , criterion = log_loss ) ; cv = 50 )",0,0.6607142857142857,0.3392857142857143,0.1259088070000871
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 , max_features = 1.0 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 , max_features = 1.0 )",0,0.65625,0.34375,0.09660824599995976
"stack ( DT ( max_depth = 1 , criterion = entropy ) ; cv = 5 )","stack ( DT ( max_depth = 1 , criterion = entropy ) ; cv = 5 )",0,0.6607142857142857,0.3392857142857143,0.06674577399826376
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 )",0,0.6785714285714286,0.3214285714285714,0.08858673500071745
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 , max_features = 1.0 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; n_estimators = 2 , max_features = 1.0 )",0,0.6473214285714286,0.3526785714285714,0.09157144200435141
bag ( NB ( var_smoothing = 1e-7 ) ; max_features = 0.5 ),bag ( NB ( var_smoothing = 1e-7 ) ; max_features = 0.5 ),0,0.6071428571428571,0.3928571428571429,0.133556683002098
"stack ( GB ( n_estimators = 5 , learning_rate = 0.5 ) ; final_estimator = RF , cv = 50 )","stack ( GB ( n_estimators = 5 , learning_rate = 0.5 ) ; final_estimator = RF , cv = 50 )",0,0.6294642857142857,0.3705357142857143,0.3186195040034363
stack ( GB ( n_estimators = 5 ) ; cv = 50 ),stack ( GB ( n_estimators = 5 ) ; cv = 50 ),0,0.6428571428571429,0.3571428571428571,0.2884913979942212
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_samples = 0.5 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_samples = 0.5 )",0,0.6517857142857143,0.3482142857142857,0.3464067570021143
"bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_features = 0.5 )","bag ( XGB ( n_estimators = 3 , max_depth = 2 ) ; max_features = 0.5 )",0,0.6607142857142857,0.3392857142857143,0.35676552099903347
stack ( SVM ( kernel = sigmoid ) ; cv = 5 ),stack ( SVM ( kernel = sigmoid ) ; cv = 5 ),0,0.5982142857142857,0.4017857142857143,0.3750053750045481
"bag ( XGB ( n_estimators = 10 , max_depth = 2 ) ; n_estimators = 10 , max_samples = 0.5 )","bag ( XGB ( n_estimators = 10 , max_depth = 2 ) ; n_estimators = 10 , max_samples = 0.5 )",0,0.6205357142857143,0.3794642857142857,0.40786988099716837
bag ( XGB ( max_depth = 3 ) ; n_estimators = 2 ),bag ( XGB ( max_depth = 3 ) ; n_estimators = 2 ),0,0.5714285714285714,0.4285714285714286,0.5364031310018618
bag ( XGB ( max_depth = 2 ) ; max_features = 1.0 ),bag ( XGB ( max_depth = 2 ) ; max_features = 1.0 ),0,0.6071428571428571,0.3928571428571429,0.9868962870023097
bag ( XGB ( max_depth = 3 ) ; n_estimators = 10 ),bag ( XGB ( max_depth = 3 ) ; n_estimators = 10 ),0,0.6116071428571429,0.3883928571428571,1.0651688879952417
"bag ( DT ( max_depth = 5 , criterion = gini , min_samples_split = 0.4 ) )","bag ( DT ( max_depth = 5 , criterion = gini , min_samples_split = 0.4 ) )",3,0.6517857142857143,0.3482142857142857,0.1669775709960959
bag ( LR ( penalty = elasticnet ) ),bag ( LR ( penalty = elasticnet ) ),1,0.6116071428571429,0.3883928571428571,0.23170722700160695
"vote ( RF ( n_estimators = 10 , max_depth = 50 ) , LR ( penalty = elasticnet ) )","vote ( RF ( n_estimators = 10 , max_depth = 50 ) , LR ( penalty = elasticnet ) )",0,0.6116071428571429,0.3883928571428571,0.15853155800141394
"bag ( LR ( C = 0.1 , max_iter = 2 ) )","bag ( LR ( C = 0.1 , max_iter = 2 ) )",0,0.6160714285714286,0.3839285714285714,0.2691037030017469
stack ( KNN ( n_neighbors = 2 ) ),stack ( KNN ( n_neighbors = 2 ) ),0,0.5982142857142857,0.4017857142857143,0.2686728380067507
"stack ( RF ( n_estimators = 2 , max_depth = 3 ) )","stack ( RF ( n_estimators = 2 , max_depth = 3 ) )",2,0.6339285714285714,0.3660714285714286,0.20621087699691998
"bag ( GB ( n_estimators = 1 , learning_rate = 0.1 ) )","bag ( GB ( n_estimators = 1 , learning_rate = 0.1 ) )",4,0.6473214285714286,0.3526785714285714,0.2298519369942369
"stack ( XGB ( n_estimators = 10 , max_depth = 2 ) ; final_estimator = SVM , cv = 2 )","stack ( XGB ( n_estimators = 10 , max_depth = 2 ) ; final_estimator = SVM , cv = 2 )",0,0.625,0.375,0.5086539449985139
"bag ( XGB ( n_estimators = 2 , max_depth = 2 ) )","bag ( XGB ( n_estimators = 2 , max_depth = 2 ) )",8,0.6473214285714286,0.3526785714285714,0.4748421350013814
"ada ( XGB ( n_estimators = 1 ) ; n_estimators = 10 , learning_rate = 50 )","ada ( XGB ( n_estimators = 1 ) ; n_estimators = 10 , learning_rate = 50 )",0,0.59375,0.40625,0.507031619999907
"ada ( DT ( max_depth = 2 , min_samples_leaf = 0.3 ) ; n_estimators = 50 , algorithm = SAMME )","ada ( DT ( max_depth = 2 , min_samples_leaf = 0.3 ) ; n_estimators = 50 , algorithm = SAMME )",0,0.625,0.375,0.6216781809998793
"bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )","bag ( RF ( n_estimators = 10 , max_depth = 3 ) ; max_samples = 10 )",0,0.6294642857142857,0.3705357142857143,0.6509891510067973
"stack ( XGB ( n_estimators = 50 , max_depth = 5 ) )","stack ( XGB ( n_estimators = 50 , max_depth = 5 ) )",5,0.6607142857142857,0.3392857142857143,0.9431351329985773
ada ( LR ( C = 50 ) ; learning_rate = 10 ),ada ( LR ( C = 50 ) ; learning_rate = 10 ),0,0.59375,0.40625,1.0483000189997256
ada ( XGB ( n_estimators = 1 ) ),ada ( XGB ( n_estimators = 1 ) ),0,0.59375,0.40625,1.0463798779965146
stack ( RF ( max_depth = 3 ) ),stack ( RF ( max_depth = 3 ) ),0,0.625,0.375,1.209429248003289
"ada ( DT ( max_depth = 2 , min_samples_leaf = 0.3 ) ; n_estimators = 3 , algorithm = SAMME )","ada ( DT ( max_depth = 2 , min_samples_leaf = 0.3 ) ; n_estimators = 3 , algorithm = SAMME )",0,0.6517857142857143,0.3482142857142857,0.09158115500031272
